,GEO_NAME,County_Population,non_white_total,perc_non_white,predrt
2950,"Winchester city, VA",27789,3395,12.21706431,28.9
2951,"Adams County, WA",19452,1064,5.469874563,33.47
2952,"Asotin County, WA",22337,623,2.789094328,27.66
2953,"Benton County, WA",194168,9613,4.95086729,21.5
2954,"Chelan County, WA",75757,1792,2.365457977,27.23
2955,"Clallam County, WA",74487,5514,7.402634017,28.05
2956,"Clark County, WA",465384,35056,7.532704175,20.82
2957,"Columbia County, WA",4001,167,4.173956511,24.14
2958,"Cowlitz County, WA",105112,4004,3.809270112,23.64
2959,"Douglas County, WA",41371,884,2.136762466,25.96
2960,"Ferry County, WA",7576,1125,14.84952482,34.68
2961,"Franklin County, WA",90660,5356,5.907787337,27.95
2962,"Garfield County, WA",2224,80,3.597122302,25.28
2963,"Grant County, WA",94860,2824,2.977018764,24.01
2964,"Grays Harbor County, WA",71967,5263,7.313074048,27.62
2965,"Island County, WA",81636,7516,9.206722524,24.09
2966,"Jefferson County, WA",30856,1501,4.86453202,30.39
2967,"King County, WA",2163257,537484,24.84605389,22.74
2968,"Kitsap County, WA",262475,24079,9.173826079,19.04
2969,"Kittitas County, WA",44825,1882,4.198549916,20.19
2970,"Klickitat County, WA",21396,887,4.145634698,21.33
2971,"Lewis County, WA",76947,2064,2.682365784,23.73
2972,"Lincoln County, WA",10435,318,3.047436512,24.96
2973,"Mason County, WA",62627,3988,6.367860507,25.27
2974,"Okanogan County, WA",41638,4685,11.2517412,28.98
2975,"Pacific County, WA",21281,887,4.168037216,31.08
2976,"Pend Oreille County, WA",13219,701,5.302972993,24.11
2977,"Pierce County, WA",859840,134206,15.6082527,20.8
2978,"San Juan County, WA",16473,565,3.429854914,29.91
2979,"Skagit County, WA",123907,5943,4.79633919,23.02
2980,"Skamania County, WA",11620,496,4.268502582,21.47
2981,"Snohomish County, WA",786620,115442,14.6757011,20.73
2982,"Spokane County, WA",497875,28881,5.800853628,23.97
2983,"Stevens County, WA",44214,2699,6.104401321,24.3
2984,"Thurston County, WA",274684,30518,11.1102212,19.64
2985,"Wahkiakum County, WA",4189,171,4.082119838,32.29
2986,"Walla Walla County, WA",60236,2633,4.371140182,26.95
2987,"Whatcom County, WA",216812,18345,8.461247532,21.32
2988,"Whitman County, WA",48593,5503,11.32467639,17.87
2989,"Yakima County, WA",249325,15615,6.262909857,29.66
2990,"Barbour County, WV",16730,362,2.163777645,27.86
2991,"Berkeley County, WV",113495,9941,8.758976166,18.17
2992,"Boone County, WV",22817,270,1.18332822,26.59
2993,"Braxton County, WV",14282,84,0.58815292,27.65
2994,"Brooke County, WV",22772,513,2.252766555,28.15
2995,"Cabell County, WV",95318,6329,6.639879141,28.98
2996,"Calhoun County, WV",7396,13,0.175770687,24.46
2997,"Clay County, WV",8785,35,0.398406375,29.66
2998,"Doddridge County, WV",8536,163,1.909559513,28.84
2999,"Fayette County, WV",44126,2384,5.40271042,28.49
3000,"Gilmer County, WV",8205,1013,12.34613041,25.68
3001,"Grant County, WV",11641,191,1.640752513,27.91
3002,"Greenbrier County, WV",35347,1108,3.134636603,26.21
3003,"Hampshire County, WV",23363,486,2.080212302,28.99
3004,"Hancock County, WV",29680,793,2.671832884,26.12
3005,"Hardy County, WV",13842,1064,7.68675047,24.99
3006,"Harrison County, WV",68209,1629,2.388247885,25.91
3007,"Jackson County, WV",29018,362,1.247501551,24.48
3008,"Jefferson County, WV",56179,4523,8.051051105,19.66
3009,"Kanawha County, WV",185710,15894,8.558505196,27.88
3010,"Lewis County, WV",16276,131,0.80486606,24.12
3011,"Lincoln County, WV",21078,128,0.607268242,25.83
3012,"Logan County, WV",33801,747,2.209993787,30.07
3013,"McDowell County, WV",19217,1640,8.534110423,32.16
3014,"Marion County, WV",56497,2608,4.61617431,26.33
3015,"Marshall County, WV",31645,553,1.747511455,25.7
3016,"Mason County, WV",26939,172,0.638479528,26.75
3017,"Mercer County, WV",60486,4332,7.161987898,30.29
3018,"Mineral County, WV",27278,1068,3.915243053,24.56
3019,"Mingo County, WV",24741,693,2.801018552,30.56
3020,"Monongalia County, WV",105252,7706,7.321476076,21.75
3021,"Monroe County, WV",13467,195,1.447983961,25.99
3022,"Morgan County, WV",17624,248,1.407172038,28.44
3023,"Nicholas County, WV",25324,376,1.484757542,25.72
3024,"Ohio County, WV",42547,2116,4.973323619,29.04
3025,"Pendleton County, WV",7056,247,3.500566893,33
3026,"Pleasants County, WV",7507,16,0.213134408,20.12
3027,"Pocahontas County, WV",8531,37,0.433712343,24.63
3028,"Preston County, WV",33837,1903,5.624021042,25.8
3029,"Putnam County, WV",56652,1181,2.084657205,22.14
3030,"Raleigh County, WV",76232,6822,8.948997796,25.69
3031,"Randolph County, WV",29065,843,2.900395665,28.52
3032,"Ritchie County, WV",9932,7,0.070479259,28.82
3033,"Roane County, WV",14205,53,0.373108061,36.53
3034,"Summers County, WV",13018,591,4.539867875,29.8
3035,"Taylor County, WV",16951,315,1.858297446,25.16
3036,"Tucker County, WV",7027,63,0.89654191,26.48
3037,"Tyler County, WV",8909,93,1.043888203,24.06
3038,"Upshur County, WV",24605,544,2.210932737,25.53
3039,"Wayne County, WV",40708,394,0.967868724,30.12
3040,"Webster County, WV",8518,7,0.082178915,29.89
3041,"Wetzel County, WV",15614,223,1.428205457,28.51
3042,"Wirt County, WV",5797,83,1.431775056,27.68
3043,"Wood County, WV",85556,1738,2.031418019,26.02
3044,"Wyoming County, WV",21711,250,1.151490028,31.28
3045,"Adams County, WI",20073,850,4.234543915,31.15
3046,"Ashland County, WI",15712,2074,13.20010183,23.96
3047,"Barron County, WI",45252,1288,2.846283037,25.88
3048,"Bayfield County, WI",14992,1690,11.27267876,26.95
3049,"Brown County, WI",259786,20784,8.000431124,22.12
3050,"Buffalo County, WI",13167,117,0.888585099,20.22
3051,"Burnett County, WI",15258,761,4.987547516,25.73
3052,"Calumet County, WI",49807,1905,3.824763587,18.74
3053,"Chippewa County, WI",63635,1733,2.723344072,19.72
3054,"Clark County, WI",34491,403,1.168420747,25.66
3055,"Columbia County, WI",56954,1382,2.426519647,19.63
3056,"Crawford County, WI",16288,458,2.811886051,23.59
3057,"Dane County, WI",529843,60236,11.36865071,20.52
3058,"Dodge County, WI",87776,3267,3.721974116,22.49
3059,"Door County, WI",27439,521,1.898757243,25.61
3060,"Douglas County, WI",43402,1706,3.930694438,26.2
3061,"Dunn County, WI",44498,1602,3.600161805,21.05
3062,"Eau Claire County, WI",102991,5693,5.527667466,20.05
3063,"Florence County, WI",4337,31,0.714779802,24.74
3064,"Fond du Lac County, WI",102315,3307,3.232175145,22.81
3065,"Forest County, WI",9018,1470,16.30073187,25.63
3066,"Grant County, WI",51828,1297,2.502508297,21.34
3067,"Green County, WI",36864,511,1.386176215,18.25
3068,"Green Lake County, WI",18757,294,1.567414832,25.23
3069,"Iowa County, WI",23620,433,1.83319221,17.2
3070,"Iron County, WI",5715,121,2.117235346,30.38
3071,"Jackson County, WI",20506,1693,8.25612016,23.62
3072,"Jefferson County, WI",84652,1436,1.696356849,18.46
3073,"Juneau County, WI",26419,1176,4.451341837,23.68
3074,"Kenosha County, WI",168330,15811,9.392859265,24.58
3075,"Kewaunee County, WI",20360,204,1.001964637,19.71
3076,"La Crosse County, WI",117850,7331,6.220619431,21.81
3077,"Lafayette County, WI",16735,244,1.458022109,21.04
3078,"Langlade County, WI",19164,319,1.66457942,23.71
3079,"Lincoln County, WI",27848,371,1.332232117,22.38
3080,"Manitowoc County, WI",79407,3310,4.168398252,23.68
3081,"Marathon County, WI",135264,9157,6.769724391,19.24
3082,"Marinette County, WI",40537,679,1.675012951,24.54
3083,"Marquette County, WI",15207,216,1.420398501,25.98
3084,"Menominee County, WI",4579,3956,86.39440926,28.31
3085,"Milwaukee County, WI",954209,298960,31.33066236,33.19
3086,"Monroe County, WI",45502,1659,3.645993583,22.7
3087,"Oconto County, WI",37556,635,1.690808393,21.34
3088,"Oneida County, WI",35345,906,2.563304569,24.41
3089,"Outagamie County, WI",184754,11997,6.493499464,20.44
3090,"Ozaukee County, WI",88284,3474,3.935027865,17.58
3091,"Pepin County, WI",7262,68,0.936381162,25.62
3092,"Pierce County, WI",41603,767,1.843617047,17.41
3093,"Polk County, WI",43349,889,2.05079702,20.98
3094,"Portage County, WI",70599,2784,3.943398632,20.24
3095,"Price County, WI",13490,428,3.172720534,25.88
3096,"Racine County, WI",195398,25509,13.05489309,26.77
3097,"Richland County, WI",17539,259,1.476709048,26.92
3098,"Rock County, WI",161769,9462,5.849081097,21.13
3099,"Rusk County, WI",14183,249,1.755622929,26.59
3100,"St. Croix County, WI",87917,1798,2.045110729,14.2
3101,"Sauk County, WI",63596,1634,2.569343984,19.84
3102,"Sawyer County, WI",16370,2987,18.24679291,27.39
3103,"Shawano County, WI",41009,3343,8.151869102,23.52
3104,"Sheboygan County, WI",115205,8862,7.692374463,25.44
3105,"Taylor County, WI",20356,183,0.898997838,20.76
3106,"Trempealeau County, WI",29438,414,1.40634554,21.05
3107,"Vernon County, WI",30516,313,1.025691441,23.07
3108,"Vilas County, WI",21593,2058,9.530866485,29.26
3109,"Walworth County, WI",103013,2433,2.361837826,18.97
3110,"Washburn County, WI",15689,428,2.728026005,26.33
3111,"Washington County, WI",134535,3659,2.719738358,17.95
3112,"Waukesha County, WI",398879,21372,5.358015839,18.65
3113,"Waupaca County, WI",51444,714,1.387916958,21.92
3114,"Waushara County, WI",24116,634,2.628960027,24.68
3115,"Winnebago County, WI",169926,9401,5.532408225,22.88
3116,"Wood County, WI",73274,2381,3.24944728,21.23
3117,"Albany County, WY",38102,1956,5.133588788,21.23
3118,"Big Horn County, WY",11901,274,2.302327536,23.59
3119,"Campbell County, WY",47708,708,1.484027836,15.56
3120,"Carbon County, WY",15477,587,3.792724688,19.89
3121,"Converse County, WY",13997,33,0.235764807,18.03
3122,"Crook County, WY",7410,174,2.348178138,18.09
3123,"Fremont County, WY",40076,8826,22.023156,23.83
3124,"Goshen County, WY",13438,236,1.756213722,23.57
3125,"Hot Springs County, WY",4680,113,2.414529915,29.12
3126,"Johnson County, WY",8515,426,5.002935995,24.23
3127,"Laramie County, WY",97692,4410,4.514187446,22.69
3128,"Lincoln County, WY",19011,178,0.936300037,18.34
3129,"Natrona County, WY",80610,2538,3.148492743,23.32
3130,"Niobrara County, WY",2448,142,5.800653595,23.16
3131,"Park County, WY",29121,545,1.871501665,19.78
3132,"Platte County, WY",8673,67,0.772512395,27.3
3133,"Sheridan County, WY",30012,732,2.43902439,22.55
3134,"Sublette County, WY",9951,55,0.552708271,22.69
3135,"Sweetwater County, WY",44117,1579,3.57911916,20.66
3136,"Teton County, WY",23059,668,2.896916605,17.86
3137,"Uinta County, WY",20609,202,0.980154302,18.26
3138,"Washakie County, WY",8129,53,0.651986714,27.3
3139,"Weston County, WY",7100,386,5.436619718,21.78
3218,"Kalawao County, HI",75,44,58.66666667,35.23
3219,"King County, TX",228,0,0,32.85
